Rk;Team;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Year
21;Miami Heat;82;2412;390;858;.455;99;270;.365;292;588;.496;152;216;.706;106;330;436;212;72;57;134;205;1032;2017
22;Atlanta Hawks*;82;2424;381;844;.451;89;261;.341;292;583;.501;181;249;.728;103;341;443;236;82;48;158;182;1032;2017
23;Chicago Bulls*;82;2412;386;871;.444;76;223;.340;310;648;.479;180;225;.798;122;341;463;226;78;48;136;177;1029;2017
24;Sacramento Kings;82;2424;379;821;.461;90;239;.376;289;582;.496;181;233;.775;87;323;411;225;76;40;146;203;1028;2017
25;Philadelphia 76ers;82;2418;377;853;.442;101;298;.340;275;555;.496;170;220;.771;98;330;428;238;84;51;167;219;1024;2017
26;Detroit Pistons;82;2415;399;888;.449;77;234;.330;322;655;.492;139;193;.719;111;346;457;211;70;38;119;179;1013;2017
27;Orlando Magic;82;2415;383;870;.440;85;261;.328;297;609;.488;160;214;.747;98;333;432;222;71;48;133;193;1011;2017
28;Utah Jazz*;82;2409;370;795;.466;96;260;.372;273;535;.511;171;229;.747;94;338;432;201;67;50;136;188;1007;2017
29;Memphis Grizzlies*;82;2427;364;836;.435;94;265;.354;270;571;.473;183;234;.784;108;320;428;213;80;42;129;224;1005;2017
30;Dallas Mavericks;82;2412;362;823;.440;107;302;.355;255;522;.489;148;185;.801;79;307;386;208;75;37;119;191;979;2017
1;Golden State Warriors*;82;2406;428;851;.503;113;289;.391;315;562;.560;166;203;.815;84;351;435;293;80;75;155;196;1135;2018
2;Houston Rockets*;82;2409;387;842;.460;153;423;.362;234;419;.558;196;251;.781;90;345;435;215;85;48;138;195;1124;2018
3;New Orleans Pelicans*;82;2434;427;883;.483;102;282;.362;325;601;.540;161;209;.772;87;357;443;268;80;59;149;191;1117;2018
4;Toronto Raptors*;82;2418;413;874;.472;118;330;.358;295;544;.541;173;218;.794;98;342;440;243;76;61;134;217;1117;2018
5;Cleveland Cavaliers*;82;2406;404;848;.476;120;321;.372;284;526;.540;181;233;.779;85;337;421;234;71;38;137;186;1109;2018
6;Denver Nuggets;82;2424;407;866;.470;115;309;.371;292;557;.525;171;223;.767;110;335;445;251;76;49;150;187;1100;2018
7;Philadelphia 76ers*;82;2412;408;866;.472;110;298;.369;299;567;.526;171;228;.752;109;365;474;271;83;51;165;221;1098;2018
8;Minnesota Timberwolves*;82;2415;410;861;.476;80;225;.357;330;636;.519;194;241;.804;103;316;420;227;84;42;125;182;1095;2018
9;Los Angeles Clippers;82;2403;403;854;.471;95;268;.354;308;586;.525;190;255;.743;101;337;439;223;77;45;147;200;1090;2018
10;Charlotte Hornets;82;2412;390;867;.450;100;272;.369;289;594;.487;202;270;.747;101;354;455;216;68;45;127;172;1082;2018
11;Los Angeles Lakers;82;2427;407;884;.461;100;291;.345;307;593;.517;166;233;.714;107;357;464;238;77;47;158;212;1081;2018
12;Oklahoma City Thunder*;82;2418;399;881;.453;107;304;.354;291;577;.505;173;242;.716;125;326;451;213;91;50;140;202;1079;2018
13;Washington Wizards*;82;2421;399;856;.467;99;265;.375;300;591;.508;168;218;.772;100;331;431;252;79;43;146;213;1066;2018
14;Brooklyn Nets;82;2421;382;868;.441;127;357;.356;255;511;.500;174;226;.772;97;348;444;237;62;48;152;206;1066;2018
15;Milwaukee Bucks*;82;2418;397;830;.478;88;247;.355;310;583;.531;183;234;.783;84;315;398;232;88;54;138;214;1065;2018
16;Portland Trail Blazers*;82;2409;393;870;.452;103;281;.366;290;588;.493;167;209;.800;102;353;455;195;70;52;135;195;1056;2018
17;Indiana Pacers*;82;2409;408;864;.472;90;245;.369;318;619;.513;149;192;.779;96;327;423;222;88;41;133;188;1056;2018
18;New York Knicks;82;2418;407;877;.464;82;233;.352;325;644;.504;149;190;.787;105;336;440;233;67;51;147;205;1045;2018
19;Utah Jazz*;82;2409;383;829;.462;108;296;.366;275;533;.515;168;215;.779;90;342;433;224;86;51;147;196;1041;2018
20;Boston Celtics*;82;2415;383;851;.450;115;304;.377;269;547;.491;160;207;.771;94;351;445;225;74;45;140;197;1040;2018
21;Phoenix Suns;82;2403;385;871;.442;93;279;.334;291;592;.492;177;239;.741;103;339;441;213;69;45;157;220;1039;2018
22;Detroit Pistons;82;2415;391;869;.450;108;289;.373;283;580;.488;147;198;.745;101;336;437;228;77;39;135;184;1038;2018
23;Miami Heat*;82;2430;388;853;.455;110;306;.360;278;548;.508;147;195;.755;93;342;435;227;76;53;144;201;1034;2018
24;Orlando Magic;82;2406;388;859;.452;103;293;.351;285;565;.504;155;205;.757;88;328;416;234;76;49;145;193;1034;2018
25;Atlanta Hawks;82;2403;382;855;.446;112;310;.360;270;545;.495;158;202;.785;91;328;419;237;78;42;156;196;1034;2018
26;Chicago Bulls;82;2421;387;888;.435;110;311;.355;276;578;.478;146;192;.759;96;350;447;235;76;35;140;192;1029;2018
27;San Antonio Spurs*;82;2406;390;854;.457;85;241;.352;306;612;.499;161;209;.772;104;339;442;228;77;56;131;172;1027;2018
28;Dallas Mavericks;82;2415;381;859;.444;118;328;.360;264;531;.496;142;187;.763;81;331;413;227;70;38;123;192;1023;2018
29;Memphis Grizzlies;82;2403;367;828;.444;92;262;.352;275;565;.486;166;211;.786;95;310;405;215;75;48;150;232;993;2018
30;Sacramento Kings;82;2409;388;861;.450;90;240;.375;298;621;.479;123;167;.735;95;314;409;216;78;41;137;200;988;2018
1;Milwaukee Bucks*;82;2412;434;911;.476;135;382;.353;299;529;.565;179;232;.773;93;404;497;260;75;59;139;196;1181;2019
2;Golden State Warriors*;82;2415;440;898;.491;133;344;.385;308;553;.557;163;204;.801;97;365;462;294;76;64;143;214;1177;2019
3;New Orleans Pelicans;82;2409;437;922;.473;103;299;.344;334;624;.536;178;234;.761;111;362;473;270;74;54;148;211;1154;2019
4;Philadelphia 76ers*;82;2415;415;882;.471;108;302;.359;307;580;.529;212;275;.771;109;369;478;269;74;53;149;213;1152;2019
5;Los Angeles Clippers*;82;2418;413;875;.471;100;258;.388;313;617;.507;226;285;.792;97;358;455;240;68;47;145;233;1151;2019
6;Portland Trail Blazers*;82;2421;423;906;.467;110;307;.359;313;598;.523;190;233;.814;118;362;480;230;67;50;138;204;1147;2019
7;Oklahoma City Thunder*;82;2421;426;940;.454;114;326;.348;313;613;.510;178;250;.713;126;355;481;234;93;52;140;224;1145;2019
8;Toronto Raptors*;82;2424;422;891;.474;124;338;.366;298;553;.539;177;220;.804;96;356;452;254;83;53;140;210;1144;2019
9;Sacramento Kings;82;2406;432;931;.464;113;299;.378;319;632;.504;165;227;.726;110;344;454;254;83;44;134;214;1142;2019
10;Washington Wizards;82;2430;421;901;.468;113;333;.341;308;568;.543;184;239;.768;97;327;424;263;83;46;141;207;1140;2019
11;Houston Rockets*;82;2418;392;874;.449;161;454;.356;231;420;.551;193;244;.791;102;319;421;212;85;49;133;220;1139;2019
12;Atlanta Hawks;82;2421;414;918;.451;130;370;.352;284;548;.518;176;234;.752;116;345;461;258;82;51;170;236;1133;2019
13;Minnesota Timberwolves;82;2418;416;913;.456;101;287;.351;315;625;.504;191;243;.787;113;335;448;246;83;50;131;203;1125;2019
14;Boston Celtics*;82;2412;421;905;.465;126;345;.365;295;560;.527;156;195;.802;98;347;445;263;86;53;128;204;1124;2019
15;Brooklyn Nets*;82;2437;403;897;.449;128;362;.353;275;536;.513;190;255;.745;110;356;466;238;66;41;151;215;1122;2019
16;Los Angeles Lakers;82;2412;426;905;.470;103;310;.333;322;596;.541;163;233;.699;102;364;466;256;75;54;157;207;1118;2019
17;Utah Jazz*;82;2409;404;864;.468;121;340;.356;283;524;.541;188;255;.736;100;364;464;260;81;59;151;211;1117;2019
18;San Antonio Spurs*;82;2415;423;884;.478;99;253;.392;324;631;.513;172;210;.819;92;355;447;245;61;47;121;181;1117;2019
19;Charlotte Hornets;82;2418;402;898;.448;119;339;.351;283;558;.507;184;231;.797;99;339;438;232;72;49;122;189;1107;2019
20;Denver Nuggets*;82;2406;419;900;.466;110;314;.351;309;587;.527;158;209;.755;119;345;464;274;77;44;134;200;1107;2019
21;Dallas Mavericks;82;2412;388;869;.447;125;366;.340;263;502;.524;188;253;.742;101;352;453;234;65;43;142;201;1089;2019
22;Indiana Pacers*;82;2403;413;870;.475;95;254;.374;318;616;.517;158;211;.752;93;337;430;260;87;49;137;194;1080;2019
23;Phoenix Suns;82;2424;401;874;.459;96;293;.329;305;581;.525;176;227;.779;91;313;404;239;90;51;156;236;1075;2019
24;Orlando Magic*;82;2412;404;891;.454;114;321;.356;290;570;.509;150;192;.782;100;354;454;255;66;54;132;186;1073;2019
25;Detroit Pistons*;82;2421;388;883;.440;121;348;.348;267;535;.500;173;231;.747;114;336;450;225;69;40;138;221;1070;2019
26;Miami Heat;82;2406;396;880;.450;113;324;.349;283;556;.509;151;217;.695;112;351;463;243;76;55;147;209;1057;2019
27;Chicago Bulls;82;2427;398;879;.453;91;259;.351;307;620;.496;162;207;.783;88;341;429;219;74;43;141;203;1049;2019
28;New York Knicks;82;2412;382;883;.433;100;295;.340;282;588;.479;181;239;.759;105;343;447;201;68;51;140;209;1046;2019
29;Cleveland Cavaliers;82;2409;389;876;.444;103;291;.355;286;585;.488;164;207;.792;107;319;427;207;65;24;135;200;1045;2019
30;Memphis Grizzlies;82;2424;380;844;.450;99;289;.342;281;556;.505;177;230;.772;88;330;418;239;83;55;140;220;1035;2019
